employee_id,position,experience_years,macro_domains,micro_domains,skill_PHP,skill_Python,skill_JavaScript,skill_TypeScript,skill_Go,skill_Rust,skill_C#,skill_C++,skill_Java,skill_Kotlin,skill_Swift,skill_Ruby,skill_Dart,skill_Lua,skill_R,skill_Laravel,skill_React,skill_Vue.js,skill_Next.js,skill_Nuxt.js,skill_Angular,skill_Svelte,skill_Django,skill_FastAPI,skill_Flask,skill_Spring Boot,skill_Ruby on Rails,skill_Express.js,skill_NestJS,skill_Flutter,skill_React Native,skill_Android (Native),skill_iOS (Native),skill_PostgreSQL,skill_MySQL,skill_SQLite,skill_MongoDB,skill_Redis,skill_Elasticsearch,skill_Firebase,skill_Supabase,skill_Pinecone,skill_Milvus,skill_ChromaDB,skill_Docker,skill_Kubernetes,skill_GitHub Actions,skill_AWS,skill_Google Cloud,skill_Azure,skill_Terraform,skill_Nginx,skill_Linux,skill_MLflow,skill_Ollama,skill_Unity,skill_Unreal Engine,skill_Godot,skill_Figma,skill_Adobe XD,skill_Blender,skill_Photoshop,skill_PHPUnit,skill_Jest,skill_Cypress,skill_Selenium,skill_Pest,skill_TensorFlow,skill_PyTorch,skill_scikit-learn,skill_Pandas,skill_NumPy,skill_LangChain,skill_LlamaIndex,skill_Hugging Face,skill_Keras,availability_status,days_until_free,concurrent_tasks_count,daily_update_compliance_rate,individual_task_throughput
51,Frontend Developer,9,"[1, 0, 0, 0, 1, 0, 0]","Portal & Dashboard Development,Accessibility Design (WCAG),User Interface Design (Figma),Real-Time Web (WebSockets)",0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,4,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,4,3,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.92,0.95
52,Game Developer,7,"[0, 1, 0, 0, 1, 0, 0]","Godot Development,Procedural Content Generation,Interactive 3D Environments,Game UI/HUD Design",0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,5,2,0.76,1.14
53,MLOps Engineer,11,"[0, 0, 1, 0, 0, 0, 1]","MLOps & Model Deployment,Cloud Deployment (AWS),Data Pipeline Engineering,AI Agent Orchestration (LangChain)",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,3,3,Busy,12,4,0.97,0.84
54,UI/UX Designer,9,"[0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),UX Research & Wireframing,Brand Identity Design,Motion Design & Animation",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.93,0.97
55,Technical Product Manager,12,"[1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,REST API Architecture,E-Commerce Systems,Portal & Dashboard Development",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,9,3,0.88,1.02
56,Backend Developer,6,"[1, 0, 0, 0, 0, 0, 0]","REST API Architecture,Database Architecture,Full-Stack Development,E-Commerce Systems",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,0,0,0,0,0,0,2,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,Available,0,0,0.86,1.05
57,Full Stack Developer,3,"[1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,REST API Architecture,Database Architecture,E-Commerce Systems",4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,Busy,3,1,0.75,1.2
58,Research Scientist,7,"[0, 0, 1, 0, 0, 0, 0]","Statistical Modeling,Machine Learning (Unsupervised),Data Analytics & Visualization,Time-Series Forecasting",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,3,0,Available,0,0,0.88,1.0
59,Solutions Architect,11,"[1, 0, 0, 0, 0, 0, 1]","REST API Architecture,Cloud Deployment (Azure),Database Architecture,Containerization (Docker/Kubernetes)",4,3,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,3,3,2,0,0,0,0,0,5,4,5,4,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,10,3,0.95,0.88
60,Data / ML Engineer,9,"[0, 0, 1, 0, 0, 0, 1]","Data Pipeline Engineering,Machine Learning (Supervised),Computer Vision,MLOps & Model Deployment",0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,4,0,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,0,3,4,4,Busy,9,3,0.93,0.91
61,QA Engineer,9,"[1, 0, 0, 0, 0, 0, 0]","Portal & Dashboard Development,REST API Architecture,Database Architecture,Full-Stack Development",0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,Available,0,0,0.92,0.98
62,Game Developer,5,"[0, 1, 0, 0, 0, 0, 0]","Unity Development,Game Physics Programming,Procedural Content Generation,Multiplayer & Netcode",0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,4,2,0.79,1.12
63,Mobile Developer,3,"[0, 0, 0, 0, 0, 1, 0]","Flutter (Cross-Platform),Mobile UI/UX Patterns,Offline-First Mobile Architecture,App Store Optimization",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.77,1.18
64,Backend Developer,12,"[1, 0, 0, 0, 0, 0, 1]","REST API Architecture,GraphQL API Design,Database Architecture,Containerization (Docker/Kubernetes)",5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,5,3,0,0,0,0,0,4,3,5,5,3,0,3,5,5,0,0,0,0,0,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,Busy,13,4,0.97,0.86
65,DevOps Engineer,8,"[0, 0, 0, 0, 0, 0, 1]","Cloud Deployment (GCP),CI/CD Pipeline Design,Containerization (Docker/Kubernetes),Site Reliability Engineering",0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,5,5,4,5,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.95,0.87
66,AI Engineer,4,"[0, 0, 1, 0, 0, 0, 0]","RAG (Retrieval-Augmented Generation),LLM Fine-Tuning & Prompt Engineering,Natural Language Processing,Vector Databases (Pinecone/Milvus)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,3,2,2,Busy,5,2,0.83,1.06
67,Data Analyst,5,"[0, 0, 1, 0, 0, 0, 0]","Data Analytics & Visualization,Statistical Modeling,Machine Learning (Supervised),Time-Series Forecasting",0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,2,0,Available,0,0,0.84,1.1
68,Full Stack Developer,10,"[1, 0, 0, 0, 0, 0, 1]","Full-Stack Development,REST API Architecture,Containerization (Docker/Kubernetes),Database Architecture",5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,4,3,4,4,3,0,0,4,5,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,Busy,11,3,0.94,0.89
69,Game Developer,14,"[0, 1, 0, 0, 0, 0, 0]","Unreal Engine Development,Unity Development,Game Physics Programming,Multiplayer & Netcode",0,3,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,6,2,0.85,1.05
70,Technical Product Manager,5,"[1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,REST API Architecture,Portal & Dashboard Development,E-Commerce Systems",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.78,1.15
71,Backend Developer,4,"[1, 0, 0, 0, 0, 0, 0]","REST API Architecture,Database Architecture,Headless CMS Integration,E-Commerce Systems",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,3,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,Busy,4,1,0.81,1.08
72,Research Scientist,15,"[0, 0, 1, 0, 0, 0, 0]","Machine Learning (Supervised),Computer Vision,LLM Fine-Tuning & Prompt Engineering,Statistical Modeling",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,5,5,5,Busy,10,3,0.96,0.87
73,Mobile Developer,5,"[0, 0, 0, 0, 0, 1, 0]","React Native (Cross-Platform),Mobile UI/UX Patterns,Offline-First Mobile Architecture,App Store Optimization",0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.8,1.12
74,QA Engineer,2,"[1, 0, 0, 0, 0, 0, 0]","Portal & Dashboard Development,REST API Architecture,Full-Stack Development,Database Architecture",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,Out of Office,2,0,0.68,1.35
75,DevOps Engineer,7,"[0, 0, 0, 0, 0, 0, 1]","Cloud Deployment (AWS),CI/CD Pipeline Design,Containerization (Docker/Kubernetes),Cybersecurity & Hardening",0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.94,0.9
76,Cybersecurity Engineer,4,"[0, 0, 0, 0, 0, 0, 1]","Cybersecurity & Hardening,CI/CD Pipeline Design,Infrastructure as Code (Terraform),Site Reliability Engineering",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,5,2,0.87,1.05
77,Full Stack Developer,8,"[1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,GraphQL API Design,Database Architecture,Real-Time Web (WebSockets)",5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,3,2,2,4,0,0,0,0,0,0,0,0,0,Busy,7,2,0.91,0.97
78,Game Developer,3,"[0, 1, 0, 0, 0, 0, 0]","Godot Development,Game UI/HUD Design,Procedural Content Generation,Game Physics Programming",0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.72,1.22
79,MLOps Engineer,7,"[0, 0, 1, 0, 0, 0, 1]","MLOps & Model Deployment,Data Pipeline Engineering,Cloud Deployment (GCP),CI/CD Pipeline Design",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,4,3,4,0,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,2,3,3,Busy,8,2,0.9,0.95
80,Data / ML Engineer,13,"[0, 0, 1, 0, 0, 0, 0]","Machine Learning (Supervised),Natural Language Processing,Computer Vision,Data Pipeline Engineering",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,0,0,3,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,4,5,5,Busy,10,3,0.95,0.88
81,Backend Developer,2,"[1, 0, 0, 0, 0, 0, 0]","REST API Architecture,Database Architecture,E-Commerce Systems,Full-Stack Development",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Available,0,0,0.73,1.28
82,UI/UX Designer,7,"[0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),UX Research & Wireframing,Brand Identity Design,Conversational UI/UX Design",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,6,2,0.85,1.04
83,Frontend Developer,5,"[1, 0, 0, 0, 1, 0, 0]","Portal & Dashboard Development,User Interface Design (Figma),UX Research & Wireframing,Accessibility Design (WCAG)",0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.87,1.01
84,Cybersecurity Engineer,9,"[0, 0, 0, 0, 0, 0, 1]","Cybersecurity & Hardening,Infrastructure as Code (Terraform),Cloud Deployment (Azure),Site Reliability Engineering",0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,4,4,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,8,2,0.96,0.87
85,Solutions Architect,12,"[1, 0, 0, 0, 0, 0, 1]","REST API Architecture,Database Architecture,Cloud Deployment (AWS),Cloud Deployment (Azure)",4,3,3,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,5,4,5,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,14,4,0.98,0.84
86,AI Engineer,7,"[0, 0, 1, 0, 0, 0, 0]","LLM Fine-Tuning & Prompt Engineering,RAG (Retrieval-Augmented Generation),Vector Databases (Pinecone/Milvus),AI Agent Orchestration (LangChain)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,5,4,4,4,Busy,6,2,0.93,0.95
87,Mobile Developer,7,"[0, 0, 0, 0, 0, 1, 0]","Flutter (Cross-Platform),Native Android (Kotlin),Mobile UI/UX Patterns,Offline-First Mobile Architecture",0,0,2,2,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,2,3,2,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.83,1.02
88,Data Analyst,11,"[0, 0, 1, 0, 0, 0, 0]","Data Analytics & Visualization,Statistical Modeling,Time-Series Forecasting,Data Pipeline Engineering",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,0,0,3,0,Busy,7,2,0.9,1.05
89,Game Developer,8,"[0, 1, 0, 0, 1, 0, 0]","Unity Development,Interactive 3D Environments,Game UI/HUD Design,Motion Design & Animation",0,0,0,0,0,0,5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,5,2,0.8,1.1
90,Full Stack Developer,11,"[1, 0, 0, 0, 0, 0, 1]","Full-Stack Development,REST API Architecture,Containerization (Docker/Kubernetes),Database Architecture",5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,4,3,4,5,3,0,3,4,5,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,0,0,0,0,0,0,0,0,Busy,9,3,0.93,0.92
91,Backend Developer,14,"[1, 0, 0, 0, 0, 0, 1]","REST API Architecture,GraphQL API Design,Database Architecture,Containerization (Docker/Kubernetes)",5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,5,4,5,5,4,3,4,5,5,0,0,0,0,0,0,0,0,0,5,3,0,4,4,0,0,0,0,0,0,0,0,0,Busy,17,5,0.98,0.82
92,Research Scientist,6,"[0, 0, 1, 0, 0, 0, 0]","Machine Learning (Supervised),Natural Language Processing,Statistical Modeling,LLM Fine-Tuning & Prompt Engineering",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,3,3,Available,0,0,0.89,0.98
93,Data / ML Engineer,4,"[0, 0, 1, 0, 0, 0, 0]","Machine Learning (Supervised),Data Analytics & Visualization,Data Pipeline Engineering,Time-Series Forecasting",0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,0,3,3,Busy,4,1,0.82,1.07
94,UI/UX Designer,11,"[0, 0, 0, 0, 1, 0, 0]","User Interface Design (Figma),UX Research & Wireframing,Accessibility Design (WCAG),Motion Design & Animation",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,6,2,0.92,0.99
95,MLOps Engineer,14,"[0, 0, 1, 0, 0, 0, 1]","MLOps & Model Deployment,AI Agent Orchestration (LangChain),Cloud Deployment (AWS),Data Pipeline Engineering",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,5,5,5,0,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,5,4,4,4,Busy,15,4,0.99,0.81
96,QA Engineer,11,"[1, 0, 0, 0, 0, 0, 0]","Portal & Dashboard Development,REST API Architecture,Full-Stack Development,Database Architecture",0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,Out of Office,1,0,0.88,1.03
97,Game Developer,12,"[0, 1, 0, 0, 0, 0, 0]","Unity Development,Unreal Engine Development,Interactive 3D Environments,Procedural Content Generation",0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,8,2,0.86,1.06
98,Mobile Developer,12,"[0, 0, 0, 0, 0, 1, 1]","Native iOS (Swift/SwiftUI),Native Android (Kotlin),CI/CD Pipeline Design,App Store Optimization",0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,2,2,2,0,0,3,2,0,0,3,2,4,3,3,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,11,3,0.91,0.93
99,DevOps Engineer,15,"[0, 0, 0, 0, 0, 0, 1]","Cloud Deployment (AWS),Cloud Deployment (GCP),Cloud Deployment (Azure),CI/CD Pipeline Design",0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busy,14,4,0.99,0.8
100,Project Manager,10,"[1, 0, 0, 0, 0, 0, 0]","Full-Stack Development,REST API Architecture,Portal & Dashboard Development,E-Commerce Systems",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Available,0,0,0.82,1.12
